,Feature,Customer ID,Age,Occupation,Region Type,Marriage Status,Has Children,Income,Number of Handsets,Handset Age,Has Smart Phone,Current Handset Price,Credit Rating,Is Homeowner,Credit Card On Account,Average Bill Cost,Average Minutes Used,Average Recurring Charge,Average Over Bundle Mins,Average No. Roaming Calls,Call Mins Change %,Bill Amount Change %,Average Received Minutes,Average No. Outgoing Calls,Average No. Incoming Calls,Peak:OffPeak,Peak:OffPeak Change %,Average No. Dropped Calls,Lifetime (months customer),No. Customer Care Calls Last Month,Number of Retention Calls,No. Retention Offers Accepted,No. New Frequent Numbers,Churn (Customer Left)
367,367,1018574,40.0,unknown,suburban,unknown,False,9,2,421,True,59.99,A, true,True,34.73,123.0,39.99,0.0,0.0,0.66,0.005,22.84,6.0,0.67,0.543839208,-13.13435625,2.33,27,0.0,,,0, true
368,368,1089454,50.0,unknown,town,yes,False,10,1,267,True,,A, false,True,59.72,213.75,44.99,0.0,24.73,-0.595,-0.2358,25.91,8.33,0.67,18.85018727,3.049207448,4.0,9,0.0,,,0, false
369,369,1055331,32.0,professional,unknown,yes,True,7,1,455,False,,B, false,True,45.12,423.0,44.99,17.25,0.74,2.86,0.1414,80.09,18.33,12.33,3.078065832,-1.8999425980000002,9.67,15,6.67,,,2, false
370,370,1086090,,unknown,town,unknown,True,7,1,357,True,,B, false,True,36.83,353.0,44.99,5.25,0.0,-4.22,-0.0368,113.44,12.67,0.0,1.4897959180000002,1.5416636369999999,2.0,12,4.67,,,0, true
371,371,1049956,,unknown,unknown,unknown,False,1,1,454,True,,B, true,False,30.43,160.25,29.99,1.25,0.0,-0.185,-0.0088,6.46,1.67,0.33,2.819918145,-5.32298826,0.67,15,0.0,,,0, false
372,372,1054357,50.0,unknown,unknown,no,True,4,1,354,True,,E, false,True,48.67,506.25,62.49,0.0,0.0,1.335,-0.0536,69.19,22.0,0.33,0.985221132,-5.434637523999998,8.67,12,0.67,,,0, false
373,373,1022925,36.0,unknown,unknown,yes,False,7,2,105,True,79.99,B, true,False,133.68,769.25,61.41,214.0,0.2,-7.405,-1.514,223.93,31.33,3.33,2.335524964,-1.002760842,11.33,27,0.0,,,0, false
374,374,1071265,54.0,professional,suburban,no,False,9,1,358,True,,B, false,True,55.45,570.25,39.99,72.75,0.0,-0.705,-0.2502,0.0,0.0,0.0,0.0,-2.740516618,0.0,12,0.0,,,0, true
375,375,1066323,30.0,unknown,town,yes,False,8,1,284,True,,B, false,True,50.69,243.75,59.99,0.0,0.0,-0.355,-0.013999999999999999,0.0,0.0,0.0,0.0,-2.0550150659999997,0.0,9,0.0,,,0, false
376,376,1039826,,unknown,suburban,unknown,False,1,2,385,True,79.99,B, true,False,70.93,138.5,69.74,5.0,1.44,-0.95,0.1162,130.34,17.67,3.33,8.387222947,-5.314156946000001,2.0,22,0.0,,,0, false
377,377,1059298,42.0,professional,unknown,yes,True,5,1,324,True,,B, false,True,32.38,415.0,30.0,0.0,0.0,5.38,0.0112,81.01,16.33,0.33,0.796117647,7.44910202,14.67,11,0.0,,,0, true
378,378,1088465,34.0,professional,unknown,unknown,True,7,1,338,True,,B, false,True,86.7,444.5,89.99,13.5,0.0,-8.89,-0.134,228.29,28.0,4.33,5.447714286,9.659447534,2.67,12,0.0,,,0, true
379,379,1068134,50.0,professional,unknown,yes,False,6,1,332,True,,C, false,True,25.29,94.25,22.25,0.0,0.0,3.435,0.8982,3.15,2.0,0.33,1.637107776,-4.118442439,2.0,11,0.33,,,0, false
380,380,1040911,26.0,clerical,unknown,unknown,False,8,1,478,True,,B, false,True,22.73,361.0,10.0,38.0,0.0,1.0,-0.1472,19.23,16.67,1.33,4.57256583,4.836694961,17.0,16,0.0,,,0, false
381,381,1022838,,unknown,unknown,unknown,False,1,2,142,True,29.99,G, true,False,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.82268529,0.0,21,0.0,,,0, true
382,382,1047971,24.0,unknown,unknown,no,False,8,3,72,True,149.99,B, false,True,30.19,3.5,39.99,0.0,0.2,-0.05,-0.004,1.07,0.0,0.0,0.503759398,-1.320770583,0.0,16,0.0,,,0, false
383,383,1046584,62.0,professional,rural,yes,False,7,1,592,True,,B, false,True,83.07,353.0,54.99,6.75,33.48,-4.44,-0.6466,83.32,9.0,6.67,2.430549146,10.16057329,3.0,20,0.0,,,0, false
384,384,1078287,44.0,professional,suburban,yes,True,5,1,323,True,,C, false,True,10.0,145.0,10.0,0.0,0.0,-0.92,,32.06,20.0,1.67,0.927391304,-13.06053145,0.0,11,0.0,,,0, true
385,385,1086948,,unknown,unknown,unknown,False,8,1,184,True,,G, false,True,59.12,499.75,58.06,0.0,0.0,1.045,-0.1026,109.98,40.33,9.0,1.165135135,-1.102207752,7.0,6,2.67,,,1, false
386,386,1013892,30.0,unknown,unknown,yes,False,7,2,842,True,9.99,C, false,True,41.99,309.75,34.98,26.25,0.0,0.305,-0.0688,81.35,26.33,4.0,1.63328297,6.384224134,3.0,29,0.0,,,0, true
387,387,1025539,,unknown,unknown,unknown,False,1,1,716,True,,G, true,False,37.97,616.75,29.99,9.0,0.0,-4.075,-0.0748,196.15,27.0,0.33,0.572372546,-8.400575601,22.33,24,0.0,,,0, false
388,388,1049591,52.0,unknown,unknown,yes,True,6,1,395,True,,B, false,True,54.4,512.25,59.99,0.0,0.0,-0.005,0.0504,9.51,5.0,2.33,2.1818181819999998,-7.609639745,5.67,13,0.0,,,1, false
389,389,1041241,62.0,unknown,unknown,unknown,False,9,1,474,True,,B, false,True,71.09,463.0,58.5,36.25,0.59,-1.04,-0.175,56.43,7.67,0.67,2.141979683,7.79580566,7.0,16,3.67,,,0, true
390,390,1074021,,unknown,unknown,unknown,False,1,3,16,True,99.99,D, true,False,29.74,1048.5,33.74,3.75,1.12,-1.67,-0.4974,41.5,52.0,23.0,0.35139245799999996,11.03149103,18.0,8,5.33,,,2, true
391,391,1036476,,unknown,unknown,unknown,False,1,1,524,True,,B, true,False,56.89,551.75,34.98,40.5,0.0,-3.095,-0.0676,234.93,17.33,0.33,0.7617770970000001,-0.952347775,7.67,17,0.33,,,0, true
392,392,1071905,,unknown,unknown,no,False,8,1,354,True,,B, false,True,35.24,86.75,44.99,0.0,0.0,-1.415,-0.005,0.0,0.0,0.0,0.0,13.35030328,0.0,12,0.0,,,0, true
393,393,1062297,50.0,unknown,unknown,unknown,False,4,1,369,True,,B, false,True,29.99,320.0,39.99,0.0,0.0,1.26,,50.33,8.33,2.0,1.9184444440000001,8.46055846,5.67,12,0.67,,,0, false
394,394,1039892,46.0,unknown,unknown,no,False,6,2,149,True,29.99,E, false,False,38.78,363.5,18.38,63.5,0.0,-7.27,-0.7756,36.22,14.33,6.0,0.157012281,-13.24959096,7.0,18,8.33,,,0, false
395,395,1099697,42.0,professional,unknown,yes,True,4,3,71,True,29.99,C, false,True,30.0,262.33,30.0,0.0,0.0,0.3934,,70.59,2.67,0.0,1.971710244,16.50121352,1.67,31,0.0,,,0, false
396,396,1002723,,unknown,unknown,unknown,False,1,1,1241,True,,E, true,False,38.51,138.0,29.75,1.25,0.0,7.02,0.3016,35.44,0.67,0.0,0.655172414,-2.3625674180000003,2.33,41,3.67,,,0, true
397,397,1027011,32.0,unknown,unknown,unknown,False,4,13,52,True,129.99,D, false,True,103.85,1006.5,49.99,72.75,1.37,-8.23,-0.9138,225.8,136.33,60.0,1.180499677,3.549645354,38.67,19,0.67,,,0, false
398,398,1002140,54.0,self-employed,unknown,yes,False,6,5,508,True,29.99,A, false,True,51.97,1139.5,59.99,0.0,0.0,3.93,-0.0396,235.26,121.67,48.33,0.7966738870000001,10.83997295,15.0,46,2.67,,,2, true
399,399,1019983,46.0,unknown,unknown,unknown,True,7,1,681,True,,B, false,True,117.3,925.5,109.99,25.5,0.0,-0.31,-0.0132,119.76,44.33,8.67,4.413518519,-24.25506854,19.0,22,0.67,,,0, true
400,400,1001569,46.0,unknown,unknown,unknown,False,7,3,202,True,29.99,A, false,True,36.67,925.0,44.99,2.75,1.48,3.1,0.0494,79.78,0.0,0.0,0.578702695,20.00737543,15.33,45,8.0,,,0, false
401,401,1029955,28.0,unknown,unknown,unknown,False,6,1,635,True,,C, false,True,30.0,230.25,30.0,0.0,0.0,0.455,,71.16,9.33,0.0,1.18119537,18.29324453,1.67,21,0.33,,,0, false
402,402,1010563,32.0,professional,unknown,yes,False,10,1,856,True,,A, false,True,40.5,235.5,34.98,5.5,2.97,-0.05,-0.0064,0.0,0.0,0.0,0.0,18.76762598,0.0,28,0.0,,,0, true
403,403,1046222,30.0,professional,suburban,no,False,6,1,534,True,,A, false,True,23.06,45.75,19.99,5.25,0.0,0.505,0.11800000000000001,6.57,1.67,0.67,0.7378571429999999,-10.5885659,0.67,18,0.0,,,0, false
404,404,1033186,,unknown,suburban,no,False,9,1,669,True,,B, false,True,162.77,894.25,50.0,332.25,10.38,-0.825,0.0074,54.93,21.67,0.0,8.685984381,7.007426146,15.0,23,1.0,,,0, true
405,405,1066303,34.0,unknown,town,no,False,6,1,453,True,,E, false,True,71.23,705.25,52.14,12.75,2.26,-14.105,-2.5154,406.71,38.0,10.67,1.340074088,-11.30553517,33.33,15,3.33,,,0, false
406,406,1014091,78.0,unknown,suburban,yes,True,7,2,166,True,79.99,A, false,True,30.09,295.25,30.0,0.25,0.0,0.255,-0.0018,63.39,9.67,0.0,1.6362492130000001,2.792474734,15.0,27,1.0,,,0, false
407,407,1006745,48.0,unknown,town,no,False,8,4,307,True,9.99,A, false,True,71.53,714.0,34.98,109.75,0.0,-1.9,-0.29,164.96,49.67,14.0,1.861457383,-7.3776667489999985,10.67,35,0.67,,,0, false
408,408,1069583,48.0,professional,unknown,no,False,5,1,430,True,,B, false,True,72.49,297.75,34.99,0.0,0.0,-0.375,-0.85,0.0,0.0,0.0,0.0,12.12112803,0.0,15,0.0,,,0, false
409,409,1024543,36.0,unknown,unknown,unknown,False,2,2,303,True,9.99,C, false,True,469.67,4530.75,84.99,1389.0,0.0,-19.355,-3.9648,1402.2,91.33,94.33,0.8242151679999999,9.410299255,73.0,24,5.0,,,0, false
410,410,1081582,50.0,unknown,town,no,False,6,1,205,True,,B, false,True,42.22,519.25,54.99,1.5,1.37,-1.365,0.0554,79.84,10.33,0.0,0.669872255,17.36856806,31.0,7,2.67,,,0, false
411,411,1027691,56.0,unknown,suburban,yes,False,8,1,648,False,,B, true,False,34.09,174.25,29.99,11.0,0.0,2.475,0.226,11.68,1.33,0.0,1.2806439809999999,-16.282738199999994,2.67,21,0.0,1.0,,0, true
412,412,1073978,50.0,unknown,rural,no,True,7,1,342,True,,C, false,True,54.75,333.25,44.99,0.0,19.51,-0.925,-0.1558,0.0,0.0,0.0,0.0,16.22532477,0.0,12,0.0,,,2, true
413,413,1042999,58.0,professional,unknown,yes,True,9,4,120,True,129.99,G, false,True,100.6,667.75,30.0,25.75,0.0,-1.035,-1.099,101.93,38.0,18.67,1.157212105,-12.71040629,5.33,15,3.0,,,0, false
414,414,1075174,,unknown,unknown,unknown,False,1,1,398,True,,E, true,False,29.99,250.25,39.99,0.0,0.0,1.035,,23.86,18.0,4.33,1.534209986,-5.717952588999999,5.0,14,0.0,,,0, false
415,415,1021061,56.0,unknown,suburban,yes,True,9,1,774,True,,B, false,True,42.49,0.0,42.49,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.908503417,0.33,26,0.33,,,0, true
416,416,1040091,,unknown,suburban,unknown,False,1,2,110,True,199.99,B, true,False,134.44,1105.5,60.47,200.0,0.0,1.93,-0.4318,319.07,134.67,51.33,0.993513443,10.55645882,38.67,16,0.33,,,2, false
417,417,1024840,,unknown,unknown,unknown,False,1,2,448,True,29.99,C, true,False,39.99,320.25,49.99,0.0,0.0,-0.905,,62.12,33.0,12.33,6.354375,5.898754503999999,16.0,26,0.0,,,0, false
418,418,1004492,26.0,unknown,unknown,unknown,False,9,1,1019,False,,C, false,True,32.55,30.75,16.99,0.0,1.27,0.245,0.1876,0.0,0.0,0.0,13.33,-16.05512395,1.0,34,0.0,,,1, true
419,419,1033365,68.0,unknown,town,yes,False,4,1,667,True,,B, false,True,56.75,503.75,62.33,1.25,0.0,1.705,-0.3284,41.59,33.0,10.67,3.380857143,-0.847694855,15.33,22,3.67,,,0, false
420,420,1050721,42.0,unknown,suburban,no,False,10,1,493,True,,B, false,True,12.72,123.75,10.0,0.0,0.0,-0.775,-0.0148,4.25,9.33,2.33,13.73390558,20.12158201,1.33,17,0.0,,,0, false
421,421,1064805,46.0,professional,suburban,yes,True,7,1,401,True,,B, false,True,36.04,382.25,39.99,13.75,0.0,2.955,0.187,0.0,0.0,0.0,0.0,-13.13997983,0.0,14,0.0,,,0, false
422,422,1009656,,unknown,unknown,unknown,False,1,1,882,True,,C, true,True,32.78,144.25,32.49,0.0,0.0,-2.345,-0.0058,5.41,4.33,1.67,2.72851296,-4.596806288,0.33,29,0.0,,,3, true
423,423,1094730,,unknown,suburban,unknown,False,1,2,141,True,199.99,E, true,False,91.95,485.25,89.99,0.0,0.0,-2.665,-0.0198,136.98,13.33,1.33,1.578160794,-3.800338065,11.33,9,6.67,,,0, false
424,424,1083923,56.0,professional,unknown,yes,False,7,2,319,True,79.99,C, false,True,33.43,181.0,37.25,0.0,2.18,-3.62,-0.1888,13.17,21.33,1.33,0.5481373970000001,-9.154818667,6.67,13,1.33,,,0, true
425,425,1085619,,unknown,unknown,unknown,False,1,1,253,True,,C, true,False,113.36,1618.5,94.99,48.25,0.35,0.97,-0.31,502.41,68.33,52.67,1.8650029869999998,16.56706201,14.67,8,1.67,,,0, false
426,426,1007613,66.0,retired,suburban,yes,False,10,1,992,False,,A, false,False,30.0,26.25,30.0,0.0,0.0,0.015,,0.53,1.0,0.33,1.72479564,0.192030125,0.33,33,0.0,,,0, false
427,427,1028816,46.0,professional,suburban,no,True,3,3,194,True,149.99,B, false,True,42.93,602.75,44.99,21.5,0.16,-0.135,-0.151,262.71,58.33,38.0,0.7771492240000001,3.294440686,4.0,25,1.0,,,0, true
428,428,1086768,26.0,unknown,suburban,unknown,False,7,1,184,True,,B, false,True,35.89,366.5,52.49,0.0,0.59,-0.69,-0.018000000000000002,66.4,40.67,15.33,1.172166667,1.86084968,20.0,6,6.0,,,0, false
429,429,1031636,26.0,unknown,unknown,no,False,10,1,736,True,,B, false,True,34.8,279.25,30.0,13.0,0.0,1.955,0.121,55.54,10.67,9.33,0.48387096799999996,6.361774947000001,3.33,25,0.0,,,0, false
430,430,1084720,,unknown,unknown,unknown,False,1,1,364,True,,D, true,False,71.3,559.75,69.99,17.75,0.0,0.625,0.2636,119.86,90.33,6.33,1.848101266,6.224550512,6.0,12,2.67,,,0, false
431,431,1004894,58.0,professional,rural,yes,False,10,2,725,True,29.99,A, false,True,5.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-13.17263181,0.0,35,0.0,,,0, true
432,432,1045697,48.0,unknown,suburban,no,False,7,2,80,True,149.99,C, false,True,41.78,540.75,51.16,0.0,0.0,13.725,-0.0358,169.7,11.0,1.0,0.990197535,-16.97700426,3.33,14,2.0,,,2, true
433,433,1080979,42.0,professional,unknown,yes,True,7,4,13,True,79.99,C, false,True,57.23,1504.75,49.99,37.5,0.0,2.465,0.2792,438.14,87.33,48.33,0.611858939,-0.524119514,32.67,11,27.67,,,0, true
434,434,1050163,,unknown,suburban,unknown,False,8,2,155,True,149.99,G, false,True,94.86,1063.5,59.99,98.0,0.68,3.27,1.9140000000000001,275.12,33.0,0.67,0.785166667,3.452330561,12.33,17,0.0,,,0, true
435,435,1057843,60.0,clerical,town,yes,False,10,1,331,True,,B, false,True,53.03,337.0,44.99,28.75,0.0,6.24,0.763,7.83,10.67,0.0,0.710754717,0.332529285,5.0,11,2.67,,,0, true
436,436,1044756,56.0,professional,suburban,no,False,3,2,39,True,149.99,D, false,True,145.41,1986.75,84.99,152.0,1.94,-7.475,-1.1708,658.68,34.67,5.67,1.30738092,-3.976957253,24.67,17,1.0,,,0, false
437,437,1065811,54.0,professional,suburban,yes,False,7,4,12,True,149.99,A, false,True,85.48,486.0,29.04,67.5,0.0,-3.48,1.3156,154.35,29.0,14.67,1.664569825,11.23681954,8.67,11,4.0,1.0,,0, true
438,438,1082090,40.0,unknown,town,yes,True,7,1,372,True,,C, false,True,34.99,0.0,44.99,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.987394958,0.0,13,0.0,,,0, true
439,439,1015842,46.0,unknown,rural,no,False,7,3,153,True,29.99,A, false,True,22.67,142.75,29.99,8.75,0.1,0.285,-0.0736,5.31,2.67,1.0,0.930416667,-18.83608735,2.33,24,4.33,,,0, false
440,440,1029122,40.0,professional,town,yes,True,7,1,576,True,,C, false,True,30.27,211.75,30.0,0.0,0.0,-1.615,-0.0054,21.75,10.67,0.33,3.022,27.65724044,6.33,19,0.0,,,0, true
441,441,1005310,72.0,retired,unknown,yes,False,5,2,352,False,29.99,A, false,True,25.32,175.5,24.99,0.0,0.0,-0.03,0.0196,29.62,0.33,0.0,0.597958868,-0.194949003,2.33,34,0.0,,,0, true
442,442,1000983,42.0,self-employed,unknown,no,False,10,2,227,True,29.99,A, false,True,66.46,439.0,69.99,8.75,0.0,-4.12,-0.0502,26.09,14.67,0.0,1.233172703,-10.46702617,7.33,47,0.0,,,0, false
443,443,1079178,26.0,unknown,suburban,no,False,7,1,274,True,,B, false,True,57.05,873.25,54.99,32.75,1.12,-6.345,-0.2214,182.35,29.67,7.33,0.670510708,14.78895564,12.0,9,0.67,,,0, false
444,444,1076698,58.0,unknown,town,yes,True,10,1,222,True,,B, false,True,30.51,71.5,39.99,0.0,0.0,0.01,-0.0104,1.47,3.67,0.0,1.166428571,-2.2814412859999997,1.0,7,0.0,,,0, false
445,445,1085137,56.0,professional,rural,yes,False,10,1,362,True,,B, false,True,49.62,138.0,57.99,0.0,0.64,-0.86,0.0466,1.4,0.33,0.0,4.8498845269999995,2.8831974189999996,9.0,12,0.0,,,1, false
446,446,1055457,,unknown,unknown,unknown,False,1,3,172,True,59.99,E, true,False,136.15,1487.75,84.99,127.5,0.0,0.045,-0.6448,519.63,50.0,15.67,2.8520524210000002,-4.105855279,19.33,15,4.0,,,0, false
447,447,1054387,22.0,unknown,suburban,unknown,False,7,2,93,True,79.99,D, false,True,92.85,1124.75,49.17,83.0,0.59,-8.515,-1.857,408.76,105.0,39.67,0.968905826,-4.62608165,21.67,18,1.33,1.0,,0, false
448,448,1038538,42.0,unknown,town,yes,False,10,3,203,True,149.99,B, false,True,10.84,244.0,10.0,0.25,0.0,2.94,0.0108,21.54,14.0,5.0,2.008533747,1.30805063,7.67,19,0.67,,,0, false
449,449,1021471,58.0,unknown,suburban,unknown,False,7,4,272,True,29.99,A, false,False,30.34,9.5,39.99,0.0,0.35,0.01,-0.0068,0.64,0.33,0.0,3.33,-9.546844183,0.0,26,0.0,,,0, true
450,450,1077995,44.0,clerical,suburban,no,False,4,2,63,True,79.99,B, false,True,35.24,183.25,44.99,0.0,0.0,-1.165,-0.005,12.88,15.0,1.0,1.72852059,3.110858219,4.0,11,0.33,,,0, true
451,451,1061781,56.0,unknown,unknown,unknown,True,10,1,372,True,,C, false,True,70.72,919.75,69.99,35.75,0.0,4.465,0.6436,781.11,16.33,1.0,1.115393492,-12.98612843,3.67,12,0.33,,,0, false
452,452,1016761,38.0,clerical,suburban,yes,True,10,2,329,True,59.99,A, false,True,69.91,505.0,45.15,39.75,3.41,1.06,-0.23199999999999998,83.23,12.33,4.33,3.653520445,-13.92457366,12.0,28,0.0,1.0,1.0,0, false
453,453,1052460,,unknown,unknown,unknown,False,2,1,433,False,,F, false,True,19.99,8.25,29.99,0.0,0.0,-0.125,,1.21,0.67,0.0,21.21212121,3.562798512,1.67,14,0.0,,,0, false
454,454,1087497,,unknown,unknown,unknown,False,1,1,243,True,,E, true,False,79.39,1350.75,84.99,7.25,0.0,-10.595,0.012,459.17,41.0,39.0,0.949810557,0.418158983,53.0,8,2.33,,,0, false
455,455,1086661,,unknown,town,unknown,False,1,2,158,True,149.99,D, true,False,69.09,416.0,54.31,29.5,2.93,-1.74,0.6352,84.13,26.0,1.67,1.3333870970000001,0.528585427,35.33,6,18.33,,,0, false
456,456,1076317,44.0,crafts,rural,yes,True,7,1,224,True,,B, false,True,27.55,64.5,19.99,1.75,3.47,0.75,0.1098,1.25,0.0,0.33,0.818553888,2.299466721,4.33,7,0.0,1.0,1.0,0, true
457,457,1089161,,unknown,unknown,unknown,False,1,2,191,True,99.99,B, true,False,15.9,375.0,10.0,14.75,0.0,1.66,0.098,98.04,33.33,6.0,0.976698758,-0.646480571,14.0,7,0.33,,,0, true
458,458,1009213,,unknown,unknown,unknown,False,1,2,541,True,29.99,A, true,False,35.2,339.25,32.49,0.0,0.26,-0.385,0.0628,37.17,19.33,4.67,1.76483565,7.814050895,7.67,31,0.33,,,0, true
459,459,1094750,32.0,unknown,suburban,yes,True,7,1,260,True,,E, false,True,40.69,457.75,33.1,32.75,0.0,5.525,-0.1744,32.34,3.0,0.33,9.779443255,5.1348912339999995,4.0,9,2.67,,,0, false
460,460,1030131,50.0,unknown,unknown,yes,True,7,1,680,True,,B, false,True,40.88,323.5,30.0,12.75,6.42,-2.05,-0.2176,59.09,12.0,2.33,0.8477234659999999,-2.4911345540000003,7.33,23,0.0,,,0, true
461,461,1034968,36.0,unknown,unknown,yes,False,6,2,404,True,29.99,C, false,True,145.46,1650.25,146.85,0.0,2.56,5.335,-1.4476,429.48,110.33,28.33,5.582026456,-7.618263825,24.0,20,1.0,,,0, true
462,462,1083394,,unknown,rural,no,False,2,1,262,False,,B, true,False,34.18,173.25,29.99,11.25,0.0,0.855,0.1684,9.39,0.0,0.0,2.9345539539999996,0.8069294859999999,3.67,9,0.0,,,0, true
463,463,1049390,54.0,unknown,suburban,unknown,False,8,3,10,True,29.99,B, false,True,34.99,365.0,44.99,0.0,0.0,2.06,,117.51,35.33,30.67,1.540189315,2.542200596,7.67,15,1.33,,,0, false
464,464,1056306,60.0,unknown,unknown,no,False,2,3,13,True,29.99,E, false,True,89.74,1226.5,84.99,0.0,0.0,2.19,0.129,173.58,55.67,6.33,4.024912541,7.594088112000001,43.33,11,1.0,,,0, true
465,465,1062364,36.0,unknown,town,yes,False,10,1,369,True,,B, false,False,31.36,117.5,39.99,0.0,1.12,-1.55,-0.0018,4.4,3.0,0.0,1.4799040190000001,1.520114803,3.0,12,0.0,,,0, true
466,466,1099223,,unknown,unknown,unknown,False,1,3,185,True,79.99,F, true,False,55.59,178.75,49.99,0.0,3.37,1.305,-0.0262,23.43,5.67,0.0,3.4421888789999997,24.28280085,2.0,31,0.0,,,0, true
467,467,1081276,,unknown,unknown,unknown,False,1,1,206,True,,B, true,False,30.12,511.5,34.67,0.0,0.0,-10.23,-0.4024,256.02,14.67,3.0,0.791837978,3.971130601,2.0,7,6.0,,,0, false
468,468,1089458,,unknown,unknown,unknown,False,1,1,221,True,,B, true,False,14.0,2.0,10.0,0.0,0.0,-0.04,,0.0,1.0,0.0,0.492537313,-4.640512121,1.67,7,0.0,,,3, true
469,469,1093994,,unknown,town,unknown,False,1,1,276,True,,E, true,False,165.63,2352.5,59.83,281.25,4.45,7.29,-1.5514,431.16,24.33,11.33,0.382536261,1.4810997869999998,19.0,10,18.33,,,0, false
470,470,1046453,30.0,student,unknown,no,False,5,1,424,True,,A, true,True,67.58,453.5,35.07,94.75,0.0,-2.33,-0.5452,77.85,57.33,11.67,1.7159016390000001,-2.02935523,7.33,14,4.0,,,0, false
471,471,1094727,34.0,unknown,rural,yes,True,4,1,201,True,,D, false,False,59.89,356.5,33.74,56.0,0.0,-3.09,0.002,96.35,22.67,6.33,2.25930199,-19.83128795,12.33,7,3.33,,,0, true
472,472,1095938,,unknown,town,unknown,False,1,1,231,True,,B, true,False,85.07,452.0,62.99,4.75,27.73,0.44,-0.1314,112.01,22.0,3.67,2.381760758,12.74138264,4.33,8,0.0,,,2, false
473,473,1042716,40.0,professional,suburban,yes,True,10,2,440,False,9.99,B, false,True,58.46,341.5,55.74,0.0,0.0,-2.39,0.5502,8.09,5.67,0.0,7.518877057,3.1482152360000004,12.33,15,0.33,,,0, true
474,474,1051615,52.0,self-employed,unknown,unknown,True,4,4,199,True,149.99,E, false,True,44.15,250.5,49.99,0.0,0.16,0.13,-0.0032,3.83,53.0,0.0,2.1671516,4.062554765,29.33,16,172.33,,,0, true
475,475,1004680,30.0,unknown,town,yes,True,8,2,85,True,29.99,A, false,True,68.45,625.5,70.64,0.0,0.0,-7.23,-1.3688,161.16,41.0,14.33,1.268907563,-1.5639304840000001,10.0,35,3.0,,,0, true
476,476,1037578,,unknown,unknown,no,False,8,1,575,True,,B, false,True,32.49,122.5,32.49,0.0,0.0,1.75,,11.67,0.0,0.0,0.7073884420000001,1.757880255,1.0,19,0.0,,,0, true
477,477,1035712,52.0,clerical,unknown,no,False,6,1,533,True,,B, false,True,63.16,249.0,29.99,61.0,1.57,1.92,0.5548,61.76,16.0,0.0,1.4174276019999998,13.26327385,2.67,18,0.33,,,0, true
478,478,1040433,38.0,unknown,unknown,yes,False,4,1,482,True,,C, false,True,22.88,58.25,29.99,0.0,0.0,0.815,0.1424,4.78,11.0,2.33,0.41081949700000003,0.235049602,1.67,16,0.0,1.0,1.0,0, false
479,479,1060511,44.0,professional,suburban,yes,True,6,2,122,True,149.99,B, false,True,50.44,398.25,49.99,0.0,0.0,1.315,-0.009000000000000001,219.56,9.33,10.67,8.820769231,-8.405875541,6.33,10,1.33,,,0, true
480,480,1066153,,unknown,unknown,unknown,False,1,3,130,True,129.99,E, true,False,78.45,1305.25,57.49,45.25,0.1,-10.945,-0.602,97.09,28.33,7.33,0.895840303,19.83477355,6.33,9,7.33,,,0, true
481,481,1006664,,unknown,suburban,unknown,False,1,3,391,True,9.99,C, true,False,51.28,804.5,59.99,22.25,0.0,-3.65,-0.006,177.56,91.0,9.33,1.1441060090000001,-16.24768153,12.67,33,0.67,,,0, true
482,482,1073956,48.0,unknown,town,yes,False,6,1,342,True,,D, false,False,43.37,369.5,39.99,31.75,0.78,1.85,0.4626,0.0,0.0,0.0,0.0,-8.367230657,0.0,12,0.0,,,0, false
483,483,1062445,46.0,crafts,suburban,yes,True,10,2,340,True,149.99,B, false,True,32.74,530.0,39.99,4.5,0.0,2.46,0.0628,179.07,40.33,6.33,0.7293288590000001,-7.291942002000001,5.33,12,0.33,,,0, false
484,484,1020612,50.0,unknown,suburban,unknown,False,10,1,734,True,,C, false,True,63.94,62.0,79.99,1.5,0.0,-0.84,-0.002,17.35,5.33,3.33,3.095714286,-1.958972636,4.0,24,0.0,,,0, false
485,485,1037116,40.0,unknown,suburban,unknown,False,7,3,30,True,29.99,C, false,True,45.04,329.0,30.0,0.0,0.17,-0.28,-0.028999999999999998,6.51,28.33,1.0,0.696629213,-16.1834519,19.67,21,3.33,,,0, false
486,486,1043425,,unknown,unknown,unknown,False,1,1,454,True,,G, true,False,181.88,653.0,29.63,201.75,74.86,1.08,-0.1968,146.18,29.33,12.33,0.976252672,5.717264226,13.67,15,0.33,,,2, true
487,487,1039613,32.0,unknown,rural,no,False,6,1,552,True,,B, false,True,38.21,402.75,32.49,18.25,0.0,-2.015,-0.1144,84.58,26.67,11.67,12.60315079,-1.012401003,3.0,18,0.0,,,0, false
488,488,1093646,28.0,unknown,unknown,no,False,7,2,220,True,29.99,E, false,True,76.09,1290.75,59.99,54.5,2.6,4.685,-0.4388,240.34,51.33,11.67,0.9018949759999999,16.0128704,5.0,10,21.67,,,0, true
